ACCT - Accounting;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Randolph H. Stewart (P), Katrin Hinrichs , Carly A. Patterson , Shannon E. Washburn;01/08-05/04;TBA;
12204;VTPP;925;301;CS;3;PHARMACOL TOXICOL II;;TBA;135;135;0;Virginia Fajt (P), Carly A. Patterson;01/08-05/04;TBA;NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Virginia Fajt (P), Carly A. Patterson;01/08-05/04;TBA;
12205;VTPP;926;301;CS;3;PHARMACOL/TOXICOL III;;TBA;150;135;15;Everett Bailey (P);01/08-05/04;TBA;NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Everett Bailey (P);01/08-05/04;TBA;
12206;VTPP;948;313;CS;1;PHYSIOLOGY ELECTIVE;;TBA;100;7;93;Everett Bailey (P);01/08-05/04;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
12207;VTPP;948;318;CS;1;PHYSIOLOGY ELECTIVE;;TBA;100;16;84;Everett Bailey (P);01/08-05/04;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
WFSC-Wildlife & Fisheries Sci;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
12211;WFSC;101;500;CS;1;INTRO WILDLIFE & FISH;T;09:35 am-10:25 am;14;11;3;Delbert Gatlin III (P);01/17-05/08;WFES 407;
;;;;;;(Restrictions/Details);;;;;;;;;
25332;WFSC;291;500;CS;4-Jan;RESEARCH;;TBA;1;1;0;William Grant (P), Hsiao-Hsuan Wang;01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
12212;WFSC;301;500;CS;3;WILDLFE & CHANGING ENV (Syllabus);TR;03:55 pm-05:10 pm;45;25;20;Rika M. Muhl (P);01/17-05/08;WFES 411;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
14458;WFSC;302;501;CS;3;NAT HIST OF THE VERTS (Syllabus);MW;10:20 am-11:10 am;12;15;-3;Lee Fitzgerald (P), Gary Voelker;01/17-05/08;KLCT 127;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;08:00 am-09:50 am;;;;Lee Fitzgerald , Gary Voelker;01/17-05/08;USB 128;
12213;WFSC;302;502;CS;3;NAT HIST OF THE VERTS (Syllabus);MW;10:20 am-11:10 am;12;16;-4;Lee Fitzgerald (P), Gary Voelker;01/17-05/08;KLCT 127;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;10:00 am-11:50 am;;;;Lee Fitzgerald , Gary Voelker;01/17-05/08;USB 128;
12214;WFSC;302;503;CS;3;NAT HIST OF THE VERTS (Syllabus);MW;10:20 am-11:10 am;15;15;0;Lee Fitzgerald (P), Gary Voelker;01/17-05/08;KLCT 127;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;12:45 pm-02:35 pm;;;;Lee Fitzgerald , Gary Voelker;01/17-05/08;USB 128;
14612;WFSC;302;504;CS;3;NAT HIST OF THE VERTS (Syllabus);MW;10:20 am-11:10 am;12;15;-3;Lee Fitzgerald (P), Gary Voelker;01/17-05/08;KLCT 127;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;F;08:00 am-09:50 am;;;;Lee Fitzgerald , Gary Voelker;01/17-05/08;USB 128;
12215;WFSC;302;505;CS;3;NAT HIST OF THE VERTS (Syllabus);MW;10:20 am-11:10 am;12;15;-3;Lee Fitzgerald (P), Gary Voelker;01/17-05/08;KLCT 127;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;F;10:20 am-12:10 pm;;;;Lee Fitzgerald , Gary Voelker;01/17-05/08;USB 128;
12216;WFSC;302;506;CS;3;NAT HIST OF THE VERTS (Syllabus);MW;10:20 am-11:10 am;12;16;-4;Lee Fitzgerald (P), Gary Voelker;01/17-05/08;KLCT 127;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;F;12:40 pm-02:30 pm;;;;Lee Fitzgerald , Gary Voelker;01/17-05/08;USB 128;
23397;WFSC;303;500;CS;3;FISH & WLFE LAWS & ADM;MWF;09:10 am-10:00 am;30;30;0;Peregrine S. Barboza (P);01/17-05/08;WFES 411;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
30724;WFSC;303;700;CS;3;FISH & WLFE LAWS & ADM;WEB;WEB;20;30;-10;Peregrine S. Barboza (P);01/17-05/08;WEB;Distance Education and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
17530;WFSC;304;500;CS;3;WILDLIFE & FISH CONS;TR;02:20 pm-03:35 pm;0;53;-53;Miguel Mora-Zacarias (P);01/17-05/08;WCBA 110;
;;;;;;(Restrictions/Details);;;;;;;;;
12217;WFSC;315;501;CS;3;HERPETOLOGY;T;12:45 pm-02:30 pm;13;17;-4;Lee Fitzgerald;01/17-05/08;USB 128;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;01:50 pm-03:40 pm;;;;Lee Fitzgerald (P);01/17-05/08;WFES 236;
12218;WFSC;315;502;CS;3;HERPETOLOGY;T;04:30 pm-06:10 pm;14;19;-5;Lee Fitzgerald;01/17-05/08;USB 128;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;01:50 pm-03:40 pm;;;;Lee Fitzgerald (P);01/17-05/08;WFES 236;
30975;WFSC;316;500;CS;1;FIELD HERPETOLOGY (Syllabus);;TBA;12;13;-1;Toby J. Hibbitts (P);01/17-05/08;TBA;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
23398;WFSC;327;500;CS;3;WILDLIFE DISEASES;TR;03:55 pm-05:10 pm;32;30;2;Walter E. Cook (P);01/17-05/08;VENI 101B;
;;;;;;(Restrictions/Details);;;;;;;;;
26202;WFSC;335;500;CS;4;NAT HIST INVERTEBRATES (Syllabus);M;12:20 pm-03:10 pm;10;10;0;Norman Dronen;01/17-05/08;WFES 407;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;08:00 am-09:15 am;;;;Norman Dronen (P);01/17-05/08;HFSB 104;
26203;WFSC;335;501;CS;4;NAT HIST INVERTEBRATES (Syllabus);M;09:10 am-12:00 pm;10;11;-1;Norman Dronen;01/17-05/08;WFES 407;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;08:00 am-09:15 am;;;;Norman Dronen (P);01/17-05/08;HFSB 104;
26204;WFSC;335;502;CS;4;NAT HIST INVERTEBRATES (Syllabus);TR;08:00 am-09:15 am;10;12;-2;Norman Dronen (P);01/17-05/08;HFSB 104;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;F;08:00 am-10:50 am;;;;Norman Dronen;01/17-05/08;WFES 407;
12220;WFSC;401;501;CS;3;GENERAL MAMMALOGY (Syllabus);MW;08:00 am-08:50 am;12;14;-2;Thomas Lacher (P);01/17-05/08;BICH 108;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;M;03:30 pm-06:20 pm;;;;Thomas Lacher;01/17-05/08;USB 128;
12221;WFSC;401;502;CS;3;GENERAL MAMMALOGY (Syllabus);MW;08:00 am-08:50 am;11;12;-1;Thomas Lacher (P);01/17-05/08;BICH 108;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;08:00 am-10:50 am;;;;Thomas Lacher;01/17-05/08;USB 128;
12222;WFSC;401;503;CS;3;GENERAL MAMMALOGY (Syllabus);MW;08:00 am-08:50 am;13;14;-1;Thomas Lacher (P);01/17-05/08;BICH 108;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;11:10 am-02:00 pm;;;;Thomas Lacher;01/17-05/08;USB 128;
12223;WFSC;401;504;CS;3;GENERAL MAMMALOGY (Syllabus);MW;08:00 am-08:50 am;12;15;-3;Thomas Lacher (P);01/17-05/08;BICH 108;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;02:20 pm-05:10 pm;;;;Thomas Lacher;01/17-05/08;USB 128;
12224;WFSC;402;501;CS;3;GENERAL ORNITHOLOGY (Syllabus);MW;11:30 am-12:20 pm;10;12;-2;Gary Voelker (P);01/17-05/08;HPCT 103;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;M;04:00 pm-05:00 pm;;;;Gary Voelker;01/17-05/08;USB 128;
;;;;;;;W;08:00 am-10:00 am;;;;Gary Voelker;01/17-05/08;USB 128;
12225;WFSC;402;502;CS;3;GENERAL ORNITHOLOGY (Syllabus);MW;11:30 am-12:20 pm;10;9;1;Gary Voelker (P);01/17-05/08;HPCT 103;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;M;05:00 pm-06:00 pm;;;;Gary Voelker;01/17-05/08;USB 128;
;;;;;;;R;08:00 am-10:00 am;;;;Gary Voelker;01/17-05/08;USB 128;
12226;WFSC;402;503;CS;3;GENERAL ORNITHOLOGY (Syllabus);MW;11:30 am-12:20 pm;10;11;-1;Gary Voelker (P);01/17-05/08;HPCT 103;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;M;06:00 pm-07:00 pm;;;;Gary Voelker;01/17-05/08;USB 128;
;;;;;;;R;10:00 am-12:00 pm;;;;Gary Voelker;01/17-05/08;USB 128;
19313;WFSC;402;504;CS;3;GENERAL ORNITHOLOGY (Syllabus);MW;11:30 am-12:20 pm;10;10;0;Gary Voelker (P);01/17-05/08;HPCT 103;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;M;07:00 pm-08:00 pm;;;;Gary Voelker;01/17-05/08;USB 128;
;;;;;;;F;08:00 am-10:00 am;;;;Gary Voelker;01/17-05/08;USB 128;
24832;WFSC;403;500;CS;3;ANIMAL ECOLOGY (Syllabus);MW;12:40 pm-01:30 pm;15;19;-4;Masami Fujiwara (P);01/17-05/08;WFES 236;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;M;01:50 pm-04:40 pm;;;;Masami Fujiwara (P);01/17-05/08;WFES 406;
24833;WFSC;403;501;CS;3;ANIMAL ECOLOGY (Syllabus);MW;12:40 pm-01:30 pm;17;15;2;Masami Fujiwara (P);01/17-05/08;WFES 236;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;02:20 pm-05:10 pm;;;;Masami Fujiwara;01/17-05/08;WFES 406;
23399;WFSC;404;500;CS;3;AQUATIC ECOSYSTEMS (Syllabus);TR;12:45 pm-02:00 pm;30;28;2;Daniel L. Roelke (P);01/17-05/08;WFES 407;
;;;;;;(Restrictions/Details);;;;;;;;;
29189;WFSC;405;500;CS;3;URBAN WILDLIFE & FISH (Syllabus);TR;02:20 pm-03:35 pm;30;21;9;Rachel R. Fern (P);01/17-05/08;WFES 407;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
29197;WFSC;405;599;CS;3;URBAN WILDLIFE & FISH (Syllabus);WEB;WEB;35;34;1;Rachel R. Fern (P);01/17-05/08;WEB;Distance Education and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
14454;WFSC;408;501;CS;3;TECHNQS OF WLDLFE MGMT (Syllabus);TR;08:00 am-08:50 am;15;21;-6;Nova Silvy (P);01/17-05/08;AGLS 114;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;11:00 am-01:00 pm;;;;Nova Silvy;01/17-05/08;WFES 407;
14455;WFSC;408;502;CS;3;TECHNQS OF WLDLFE MGMT (Syllabus);TR;08:00 am-08:50 am;15;18;-3;Nova Silvy (P);01/17-05/08;AGLS 114;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;03:40 pm-05:40 pm;;;;Nova Silvy;01/17-05/08;WFES 407;
14456;WFSC;408;503;CS;3;TECHNQS OF WLDLFE MGMT (Syllabus);TR;08:00 am-08:50 am;15;17;-2;Nova Silvy (P);01/17-05/08;AGLS 114;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;01:20 pm-03:20 pm;;;;Nova Silvy;01/17-05/08;WFES 407;
23402;WFSC;420;599;CS;3;ECOLOGY AND SOCIETY;WEB;WEB;25;24;1;Richard P. Bixler (P);01/17-05/08;WEB;Distance Education and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
26206;WFSC;422;500;CS;3;ETHOLOGY;TR;09:35 am-10:50 am;20;22;-2;Jessica L. Yorzinski (P);01/17-05/08;WFES 411;
;;;;;;(Restrictions/Details);;;;;;;;;
28388;WFSC;425;599;CS;3;MARINE FISHERIES (Syllabus);WEB;WEB;15;27;-12;Masami Fujiwara (P);01/17-05/08;WEB;Distance Education and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
28271;WFSC;425;700;CS;3;MARINE FISHERIES (Syllabus);WEB;WEB;3;4;-1;Masami Fujiwara (P);01/17-05/08;WEB;Distance Education and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
23404;WFSC;444;500;CS;4;AQUACULTURE I PRINCIPLES PRACT;TR;08:00 am-09:15 am;20;9;11;Delbert Gatlin III (P);01/17-05/08;WFES 407;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;02:00 pm-05:00 pm;;;;Delbert Gatlin III;01/17-05/08;TBA;
27699;WFSC;462;500;CS;3;AMAZON RIVER TROPICAL BIOLOGY (Syllabus);W;05:45 pm-07:45 pm;9;9;0;Kirk Winemiller (P);01/17-05/08;HELD 120;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
24853;WFSC;481;900;CS;1;SEMINAR: WRITING INTENSIVE (Syllabus);W;09:10 am-10:00 am;0;28;-28;Rika M. Muhl (P);01/17-05/08;WFES 236;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
20993;WFSC;484;503;CS;9-Jan;INTERNSHIP;;TBA;2;1;1;Roel R. Lopez (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
20995;WFSC;484;512;CS;9-Jan;INTERNSHIP;;TBA;1;1;0;Daniel L. Roelke (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
20206;WFSC;484;560;CS;9-Jan;INTERNSHIP: IN-AB;;TBA;1;1;0;Roel R. Lopez (P);01/17-05/08;TBA;In Absentia and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
20998;WFSC;484;901;CS;9-Jan;INTERNSHIP;;TBA;1;1;0;Nova Silvy (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
26146;WFSC;484;903;CS;9-Jan;INTERNSHIP;;TBA;1;1;0;Kevin W. Conway (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
20999;WFSC;484;904;CS;9-Jan;INTERNSHIP;;TBA;2;2;0;Thomas Dewitt (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21000;WFSC;484;905;CS;9-Jan;INTERNSHIP;;TBA;1;1;0;Luis Hurtado Clavijo (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21002;WFSC;484;907;CS;9-Jan;INTERNSHIP;;TBA;2;2;0;William Grant (P), Hsiao-Hsuan Wang;01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21003;WFSC;484;908;CS;9-Jan;INTERNSHIP;;TBA;2;2;0;Jessica E. Light (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
20363;WFSC;484;910;CS;9-Jan;INTERNSHIP;;TBA;2;3;-1;Heather L. Prestridge (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21016;WFSC;484;913;CS;9-Jan;INTERNSHIP;;TBA;2;2;0;Mike Morrison (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21017;WFSC;484;914;CS;9-Jan;INTERNSHIP;;TBA;2;2;0;Peregrine S. Barboza (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21019;WFSC;484;919;CS;9-Jan;INTERNSHIP;;TBA;1;1;0;Delbert Gatlin III (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21020;WFSC;484;921;CS;9-Jan;INTERNSHIP;;TBA;1;1;0;Mariana Mateos (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21022;WFSC;484;923;CS;9-Jan;INTERNSHIP;;TBA;1;1;0;Kirk Winemiller (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21024;WFSC;484;927;CS;9-Jan;INTERNSHIP;;TBA;2;2;0;Miguel Mora-Zacarias (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21026;WFSC;484;929;CS;9-Jan;INTERNSHIP;;TBA;2;1;1;Jessica L. Yorzinski (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21027;WFSC;484;930;CS;9-Jan;INTERNSHIP;;TBA;1;1;0;Lee Fitzgerald (P);01/17-05/08;TBA;NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
12927;WFSC;485;531;CS;3-Jan;DIRECTED STUDIES;M;06:00 pm-07:00 pm;0;4;-4;Kevin W. Conway (P);01/17-05/08;WFES 411;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
22466;WFSC;491;500;CS;6-Jan;RESEARCH;;TBA;1;1;0;Thomas Lacher (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
22356;WFSC;491;501;CS;6-Jan;RESEARCH;;TBA;1;1;0;Delbert Gatlin III (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
22456;WFSC;491;502;CS;6-Jan;RESEARCH;;TBA;1;1;0;Jessica E. Light (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
20291;WFSC;491;514;CS;6-Jan;RESEARCH;;TBA;0;1;-1;Lee Fitzgerald (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
16472;WFSC;491;534;CS;6-Jan;RESEARCH;;TBA;2;2;0;Norman Dronen (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
16396;WFSC;491;543;CS;6-Jan;RESEARCH;;TBA;1;1;0;Mariana Mateos (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
20290;WFSC;491;549;CS;6-Jan;RESEARCH;;TBA;8;8;0;Jessica L. Yorzinski (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
22761;WFSC;491;550;CS;6-Jan;RESEARCH;;TBA;8;8;0;William Grant (P), Hsiao-Hsuan Wang;01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29441;WFSC;491;900;CS;6-Jan;RESEARCH;;TBA;1;1;0;Luis Hurtado Clavijo (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29443;WFSC;491;901;CS;6-Jan;RESEARCH;;TBA;2;2;0;Joshuah S. Perkin (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29444;WFSC;491;902;CS;6-Jan;RESEARCH;;TBA;1;1;0;Gary Voelker (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29445;WFSC;491;903;CS;6-Jan;RESEARCH;;TBA;2;3;-1;Norman Dronen (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29446;WFSC;491;904;CS;6-Jan;RESEARCH;;TBA;1;1;0;William Grant (P), Hsiao-Hsuan Wang;01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29967;WFSC;491;905;CS;6-Jan;RESEARCH;;TBA;3;3;0;Thomas Lacher (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29968;WFSC;491;906;CS;6-Jan;RESEARCH;;TBA;1;1;0;Delbert Gatlin III (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
30091;WFSC;491;907;CS;6-Jan;RESEARCH;;TBA;1;1;0;Jacquelyn K. Grace (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33446;WFSC;491;908;CS;6-Jan;RESEARCH;;TBA;3;3;0;Jessica L. Yorzinski (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and Univ Req-Writing Intensive and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
24269;WFSC;604;600;CS;3;ECOLOGICAL MODELING (Syllabus);TR;09:35 am-10:50 am;10;4;6;William Grant (P), Hsiao-Hsuan Wang;01/17-05/08;WFES 406;
;;;;;;(Restrictions/Details);;;;;;;;;
30725;WFSC;618;600;CS;3;WLDF STUDY DESIGN ANALYS (Syllabus);W;04:10 pm-07:10 pm;10;10;0;Mike Morrison (P);01/17-05/08;WFES 411;
;;;;;;(Restrictions/Details);;;;;;;;;
22611;WFSC;623;700;CS;4;AQUACULTURE;WEB;WEB;5;2;3;Delbert Gatlin III;01/17-05/08;WEB;Distance Education and NonTraditional Format Approved and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;WEB;;;;Delbert Gatlin III (P);01/17-05/08;WEB;
30974;WFSC;633;600;CS;3;CONSERVATION GENETICS;TR;11:10 am-12:25 pm;10;4;6;Luis Hurtado Clavijo (P);01/17-05/08;WFES 407;
;;;;;;(Restrictions/Details);;;;;;;;;
12227;WFSC;638;600;CS;3;TECHNQS OF WILDLIFE MGMT (Syllabus);TR;08:00 am-08:50 am;5;1;4;Nova Silvy (P);01/17-05/08;AGLS 114;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;11:00 am-01:00 pm;;;;Nova Silvy;01/17-05/08;WFES 407;
30727;WFSC;644;700;CS;3;WILDLIFE NAT RESOURCE POLICY;WEB;WEB;10;14;-4;Bruce D. Beard (P), Michael J. Brennan;01/17-05/08;WEB;Distance Education and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
33072;WFSC;644;701;CS;3;WILDLIFE NAT RES POLICY:CC-IDP;WEB;WEB;0;1;-1;Bruce D. Beard (P), Michael J. Brennan;01/17-05/08;WEB;Distance Education and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
30728;WFSC;646;600;CS;3;QUANTIT PHYLOGENETICS;MW;12:40 pm-01:30 pm;6;5;1;Mariana Mateos (P);01/17-05/08;WFES 411;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;F;01:50 pm-04:40 pm;;;;Mariana Mateos;01/17-05/08;WFES 406;
12228;WFSC;681;601;CS;1;SEMINAR:LUNCHTIME SERIES;F;12:00 pm-01:00 pm;25;11;14;Kevin W. Conway (P);01/17-05/08;WFES 411;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
14869;WFSC;681;628;CS;1;SEMINAR:SYSTEMATCS & EVOLUTION;W;12:00 pm-01:00 pm;20;9;11;Jessica E. Light (P);01/17-05/08;WFES 119;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
30729;WFSC;681;700;CS;1;SEMINAR:GRADUATE PROFESSIONAL;WEB;WEB;10;9;1;Roel R. Lopez (P);01/17-05/08;WEB;Distance Education and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
28204;WFSC;684;700;CS;16-Jan;PROF INTERNSHIP;;TBA;2;2;0;Nova Silvy (P);01/17-05/08;TBA;Distance Education and NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
16405;WFSC;685;606;CS;6-Jan;DIRECTED STUDIES;;TBA;5;1;4;Masami Fujiwara (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
17825;WFSC;685;612;CS;6-Jan;DIRECTED STUDIES;;TBA;5;1;4;Daniel L. Roelke (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
21842;WFSC;685;632;CS;6-Jan;DIRECTED STUDIES;;TBA;5;1;4;Nova Silvy (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
