ACCT - Accounting;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;TBA;01/17-05/08;TBA;
11212;JAPN;202;501;CS;4;INTERMEDIATE JAPANESE II (Syllabus);MTWF;08:00 am-08:50 am;25;22;3;Yuki Waugh (P);01/17-05/08;ACAD 227;Foreign Lang and Core Lang, Phil, Culture(KLPC) and Univ Req-Int'l&Cult Div (UICD)
;;;;;;(Restrictions/Details);;;;;;;;;
11213;JAPN;202;502;CS;4;INTERMEDIATE JAPANESE II (Syllabus);MTWF;12:40 pm-01:30 pm;25;26;-1;Yuki Waugh (P);01/17-05/08;LAAH 264;Foreign Lang and Core Lang, Phil, Culture(KLPC) and Univ Req-Int'l&Cult Div (UICD)
;;;;;;(Restrictions/Details);;;;;;;;;
21247;JAPN;302;500;CS;3;UPPER LEVEL JAPANESE II (Syllabus);MWF;11:30 am-12:20 pm;18;22;-4;Yuki Waugh (P);01/17-05/08;ACAD 227;
;;;;;;(Restrictions/Details);;;;;;;;;
22846;JAPN;485;501;CS;4-Jan;DIRECTED STUDIES;;TBA;0;1;-1;Yuki Waugh (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
22599;JAPN;491;500;CS;4-Jan;RESEARCH (Syllabus);;TBA;0;8;-8;George Adams (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
25573;JAPN;491;501;CS;1;RESEARCH;;TBA;0;5;-5;Yuki Waugh (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
JOUR - Journalism;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
14971;JOUR;102;501;CS;3;AMERICAN MASS MEDIA (Syllabus);TR;11:10 am-12:25 pm;42;41;1;Hannele Rubin (P);01/17-05/08;RICH 106;Core Social & Beh Sci (KSOC)
;;;;;;(Restrictions/Details);;;;;;;;;
23758;JOUR;102;502;CS;3;AMERICAN MASS MEDIA (Syllabus);MWF;11:30 am-12:20 pm;20;19;1;Angelique D. Gammon (P);01/17-05/08;LAAH 262;Core Social & Beh Sci (KSOC)
;;;;;;(Restrictions/Details);;;;;;;;;
30593;JOUR;102;503;CS;3;AMERICAN MASS MEDIA (Syllabus);MWF;12:40 pm-01:30 pm;20;18;2;Angelique D. Gammon (P);01/17-05/08;LAAH 262;Core Social & Beh Sci (KSOC)
;;;;;;(Restrictions/Details);;;;;;;;;
11214;JOUR;200;500;CS;3;MASS MEDIA INFORMATION (Syllabus);TR;12:45 pm-02:00 pm;22;28;-6;Dale Rice (P);01/17-05/08;BLTN 019;
;;;;;;(Restrictions/Details);;;;;;;;;
16373;JOUR;203;901;CS;3;MEDIA WRITING I (Syllabus);TR;09:35 am-10:50 am;10;10;0;Angelique D. Gammon (P);01/17-05/08;BLTN 024;Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;11:10 am-12:25 pm;;;;Angelique D. Gammon (P);01/17-05/08;BLTN 024;
31295;JOUR;215;503;CS;3;INTERVIEW PRIN & PRACT (Syllabus);MWF;01:50 pm-02:40 pm;3;1;2;Forrest A. Rule (P);01/17-05/08;BLTN 003;
;;;;;;(Restrictions/Details);;;;;;;;;
19280;JOUR;230;503;CS;3;COMM TECHNOLOGY SKILLS (Syllabus);MWF;11:30 am-12:20 pm;5;1;4;Victoria E. Stiegel (P);01/17-05/08;BLTN 019;
;;;;;;(Restrictions/Details);;;;;;;;;
19281;JOUR;250;500;CS;3;NEW MEDIA AND IND VOICE (Syllabus);TR;03:55 pm-05:10 pm;16;13;3;Dale Rice (P);01/17-05/08;BLTN 019;
;;;;;;(Restrictions/Details);;;;;;;;;
15257;JOUR;304;500;CS;3;EDITING FOR MASS MEDIA (Syllabus);TR;09:35 am-10:50 am;16;14;2;Hannele Rubin (P);01/17-05/08;BLTN 019;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;TBA;01/17-05/08;TBA;
33124;JOUR;304;501;CS;3;EDITING FOR MASS MEDIA (Syllabus);TR;02:20 pm-03:35 pm;14;6;8;Hannele Rubin (P);01/17-05/08;BLTN 024;
;;;;;;(Restrictions/Details);;;;;;;;;
23759;JOUR;365;500;CS;3;INTERNATIONAL COMM (Syllabus);MWF;01:50 pm-02:40 pm;20;10;10;Marco Ehrl (P);01/17-05/08;HECC 209;Core Social & Beh Sci (KSOC) and Univ Req-Int'l&Cult Div (UICD)
;;;;;;(Restrictions/Details);;;;;;;;;
30594;JOUR;468;500;CS;3;MAGAZINE FEATURE WRITING (Syllabus);TR;02:20 pm-03:35 pm;14;11;3;Angelique D. Gammon (P);01/17-05/08;BLTN 019;
;;;;;;(Restrictions/Details);;;;;;;;;
12524;JOUR;484;500;CS;3;INTERNSHIP;;TBA;0;18;-18;Dale Rice (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
14288;JOUR;490;901;CS;3;JOUR AS A PROFESSION (Syllabus);TR;11:10 am-12:25 pm;18;19;-1;Dale Rice (P);01/17-05/08;BLTN 019;Univ Req-Writing Intensive
;;;;;;(Restrictions/Details);;;;;;;;;
KINE - Kinesiology;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
21104;KINE;120;4;CS;1;SCI BASIC HLTH & FIT-AERO RUN (Syllabus);M;09:10 am-10:00 am;36;27;9;Teresa Wenzel (P);01/17-05/08;PEAP 136;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;09:10 am-10:00 am;;;;TBA;01/17-05/08;TBA;
21105;KINE;120;5;CS;1;SCI BASIC HLTH & FIT-AERO RUN (Syllabus);M;10:20 am-11:10 am;32;26;6;Leah E. Venable (P);01/17-05/08;PEAP 138;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;10:20 am-11:10 am;;;;TBA;01/17-05/08;TBA;
24391;KINE;120;9;CS;1;SCI BASIC HLTH&FIT AEROBIC WLK (Syllabus);M;08:00 am-08:50 am;32;20;12;TBA;01/17-05/08;TBA;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;08:00 am-08:50 am;;;;Nasnoor Bin Mohd Nasiruddin (P);01/17-05/08;PEAP 136;
27349;KINE;120;14;CS;1;SCI BSC HLTH&FIT AERO WALK-ENG (Syllabus);M;04:10 pm-05:25 pm;0;21;-21;Elisa H. McNeill (P), Meagan M. Shipley;01/17-05/08;PEAP 135;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;04:10 pm-05:25 pm;;;;Elisa H. McNeill , Meagan M. Shipley;01/17-05/08;TBA;
32479;KINE;120;15;CS;1;SCI BASIC HLTH&FIT PICKLEBALL (Syllabus);M;08:00 am-08:50 am;23;15;8;Michael A. Thornton (P);01/17-05/08;PEAP 132;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
32480;KINE;120;16;CS;1;SCI BASIC HLTH&FIT PICKLEBALL (Syllabus);W;08:00 am-08:50 am;24;17;7;Michael A. Thornton (P);01/17-05/08;PEAP 132;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
25231;KINE;120;197;CS;1;SCI BASIC HLTH&FIT STR TRAIN (Syllabus);M;09:10 am-10:00 am;32;32;0;Anne B. McGowan (P);01/17-05/08;PEAP 138;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;09:10 am-10:00 am;;;;Anne B. McGowan;01/17-05/08;PEAP 117;
21118;KINE;120;201;CS;1;SCI BASIC HLTH & FIT-STR TRAIN (Syllabus);M;10:20 am-11:10 am;32;29;3;Stuart M. Dixon (P);01/17-05/08;PEAP 137;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;10:20 am-11:10 am;;;;Stuart M. Dixon;01/17-05/08;PEAP 117;
21122;KINE;120;235;CS;1;SCI BASIC HLTH & FIT-STR TRAIN (Syllabus);M;12:40 pm-01:30 pm;30;29;1;August J. Campbell;01/17-05/08;PEAP 117;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;12:40 pm-01:30 pm;;;;August J. Campbell (P);01/17-05/08;PEAP 137;
21123;KINE;120;236;CS;1;SCI BASIC HLTH & FIT-STR TRAIN (Syllabus);M;01:50 pm-02:40 pm;32;31;1;August J. Campbell;01/17-05/08;PEAP 118;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;01:50 pm-02:40 pm;;;;August J. Campbell (P);01/17-05/08;PEAP 136;
21130;KINE;120;245;CS;1;SCI BASIC HLTH & FIT-TONE&FLEX (Syllabus);M;09:10 am-10:00 am;32;19;13;Denise Chapman (P);01/17-05/08;PEAP 135;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;09:10 am-10:00 am;;;;Denise Chapman;01/17-05/08;SREC 304;
21132;KINE;120;246;CS;1;SCI BASIC HLTH & FIT-TONE&FLEX (Syllabus);M;10:20 am-11:10 am;32;29;3;Denise Chapman (P);01/17-05/08;PEAP 135;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;10:20 am-11:10 am;;;;Denise Chapman;01/17-05/08;SREC 304;
31622;KINE;120;281;CS;1;SCI BASIC HLTH & FIT YOGA (Syllabus);M;11:30 am-12:20 pm;30;30;0;Sara Safdari (P);01/17-05/08;PEAP 205;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;11:30 am-12:20 pm;;;;Sara Safdari;01/17-05/08;PEAP 135;
21108;KINE;120;800;CS;1;SCI BASIC HLTH & FIT-ARCHERY (Syllabus);M;09:10 am-10:00 am;32;32;0;TBA;01/17-05/08;SREC 243;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;William J. Coady (P);01/17-05/08;TBA;
21109;KINE;120;801;CS;1;SCI BASIC HLTH & FIT-ARCHERY (Syllabus);W;09:10 am-10:00 am;32;32;0;TBA;01/17-05/08;SREC 243;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;William J. Coady (P);01/17-05/08;TBA;
27445;KINE;120;802;CS;1;SCI BASIC HLTH & FIT ACTN BALL (Syllabus);M;09:10 am-10:00 am;32;18;14;TBA;01/17-05/08;TBA;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Chad E. Nelson (P);01/17-05/08;TBA;
27446;KINE;120;803;CS;1;SCI BASIC HLTH & FIT ACTN BALL (Syllabus);W;09:10 am-10:00 am;32;11;21;Sarah E. Little (P);01/17-05/08;TBA;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
30769;KINE;120;804;CS;1;SCI BASIC HLTH & FIT ACTN BALL (Syllabus);M;08:00 am-08:50 am;32;13;19;Chad E. Nelson (P);01/17-05/08;TBA;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
23636;KINE;120;805;CS;1;SCI BASIC HLTH & FIT-BADMINTON (Syllabus);W;03:00 pm-03:50 pm;32;32;0;TBA;01/17-05/08;PEAP 132;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;TBA;;;;Kristin N. Slagel (P);01/17-05/08;TBA;
26475;KINE;120;806;CS;1;SCI BASIC HLTH & FIT-BADMINTON (Syllabus);M;03:00 pm-03:50 pm;32;32;0;TBA;01/17-05/08;PEAP 132;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Kristin N. Slagel (P);01/17-05/08;TBA;
29428;KINE;120;808;CS;1;SCI BASIC HLTH&FIT-BOOT CAMP (Syllabus);M;01:50 pm-02:40 pm;30;26;4;Teresa Wenzel (P);01/17-05/08;PEBC PEBC;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;TBA;01/17-05/08;TBA;
29429;KINE;120;809;CS;1;SCI BASIC HLTH&FIT-BOOT CAMP (Syllabus);W;01:50 pm-02:40 pm;30;22;8;Lucy J. Waite (P);01/17-05/08;PEBC PEBC;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;TBA;01/17-05/08;TBA;
31920;KINE;120;810;CS;1;SCI BASIC HLTH & FIT BOOTCAMP (Syllabus);M;09:10 am-10:00 am;32;12;20;Martha L. Muckleroy (P);01/17-05/08;PEBC 101;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
28141;KINE;120;815;CS;1;SCI BASIC HLTH&FIT BASKETBALL (Syllabus);M;09:10 am-10:00 am;32;32;0;Michael A. Thornton (P);01/17-05/08;SREC 121;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Michael A. Thornton;01/17-05/08;TBA;
28142;KINE;120;816;CS;1;SCI BASIC HLTH&FIT BASKETBALL (Syllabus);W;09:10 am-10:00 am;32;32;0;Michael A. Thornton (P);01/17-05/08;SREC 121;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Michael A. Thornton;01/17-05/08;TBA;
28677;KINE;120;817;CS;1;SCI BASIC HLTH & FIT-ARCHERY (Syllabus);M;08:00 am-08:50 am;32;31;1;William J. Coady (P);01/17-05/08;SREC 243;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
28678;KINE;120;818;CS;1;SCI BASIC HLTH & FIT-ARCHERY (Syllabus);W;08:00 am-08:50 am;32;32;0;William J. Coady (P);01/17-05/08;SREC 243;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
21113;KINE;120;820;CS;1;SCI BASIC HLTH & FIT-PILATES (Syllabus);M;09:10 am-10:00 am;30;29;1;TBA;01/17-05/08;TBA;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Andrea Alvarez (P);01/17-05/08;TBA;
27300;KINE;120;827;CS;1;SCI BASIC HLTH & FIT PILATES (Syllabus);M;08:00 am-08:50 am;30;28;2;Alexandria Pooley-Detwiler;01/17-05/08;PEAP 206;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Alexandria Pooley-Detwiler (P);01/17-05/08;TBA;
27301;KINE;120;828;CS;1;SCI BASIC HLTH & FIT PILATES (Syllabus);W;08:00 am-08:50 am;30;30;0;Alexandria Pooley-Detwiler;01/17-05/08;PEAP 206;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Alexandria Pooley-Detwiler (P);01/17-05/08;TBA;
27302;KINE;120;829;CS;1;SCI BASIC HLTH & FIT PILATES (Syllabus);M;12:40 pm-01:30 pm;30;29;1;Kristen L. Willingham;01/17-05/08;PEAP 206;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Kristen L. Willingham (P);01/17-05/08;TBA;
27303;KINE;120;830;CS;1;SCI BASIC HLTH & FIT PILATES (Syllabus);W;12:40 pm-01:30 pm;30;28;2;Kristen L. Willingham;01/17-05/08;TBA;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Kristen L. Willingham (P);01/17-05/08;TBA;
28262;KINE;120;832;CS;1;SCI BASIC HLTH&FIT RACQUETBALL (Syllabus);F;09:50 am-10:40 am;24;24;0;Patricia Berthot;01/17-05/08;SREC 121;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Patricia Berthot (P);01/17-05/08;TBA;
31902;KINE;120;833;CS;1;SCI BASIC HLTH&FIT RACQUETBALL (Syllabus);M;08:00 am-08:50 am;32;26;6;Matthew S. Wright (P);01/17-05/08;SREC 121;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
31903;KINE;120;834;CS;1;SCI BASIC HLTH&FIT RACQUETBALL (Syllabus);W;08:00 am-08:50 am;32;26;6;Matthew S. Wright (P);01/17-05/08;SREC 121;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
32701;KINE;120;835;CS;1;SCI BASIC HLTH&FIT-RACQUETBALL (Syllabus);MTWRF;11:30 am-12:20 pm;0;6;-6;Patricia Berthot (P);01/02-01/12;SREC 121;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
21170;KINE;120;838;CS;1;SCI BASIC HLTH & FIT-ICE SKATE (Syllabus);M;09:10 am-10:00 am;28;27;1;Beth Netherland;01/17-05/08;RINK ICE;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Beth Netherland (P);01/17-05/08;TBA;
21171;KINE;120;839;CS;1;SCI BASIC HLTH & FIT-ICE SKATE (Syllabus);W;09:10 am-10:00 am;28;26;2;Beth Netherland;01/17-05/08;RINK ICE;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Beth Netherland (P);01/17-05/08;TBA;
21172;KINE;120;840;CS;1;SCI BASIC HLTH & FIT-ICE SKATE (Syllabus);M;10:20 am-11:10 am;28;21;7;Beth Netherland;01/17-05/08;RINK ICE;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Beth Netherland (P);01/17-05/08;TBA;
21173;KINE;120;841;CS;1;SCI BASIC HLTH & FIT-ICE SKATE (Syllabus);W;10:20 am-11:10 am;28;24;4;TBA;01/17-05/08;RINK ICE;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Beth Netherland (P);01/17-05/08;TBA;
28202;KINE;120;842;CS;1;SCI BASIC HLTH&FIT-RACQUETBALL (Syllabus);T;08:00 am-09:15 am;32;30;2;Matthew S. Wright (P);01/17-05/08;SREC 121;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Matthew S. Wright;01/17-05/08;TBA;
28203;KINE;120;843;CS;1;SCI BASIC HLTH&FIT-RACQUETBALL (Syllabus);R;08:00 am-09:15 am;32;29;3;Matthew S. Wright (P);01/17-05/08;SREC 121;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Matthew S. Wright;01/17-05/08;TBA;
29425;KINE;120;844;CS;1;SCI BASIC HLTH & FIT-STR TRAIN (Syllabus);M;12:40 pm-01:30 pm;30;30;0;Anne B. McGowan (P);01/17-05/08;PEAP 118;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Anne B. McGowan;01/17-05/08;TBA;
31204;KINE;120;845;CS;1;SCI BASIC HLTH&FIT SNOW SKI (Syllabus);M;09:10 am-10:30 am;30;30;0;Michael Hanik (P);01/17-05/08;MTAG MTAG;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
31206;KINE;120;846;CS;1;SCI BASIC HLTH&FIT SNOW SKI (Syllabus);W;09:10 am-10:30 am;30;30;0;Michael Hanik (P);01/17-05/08;MTAG MTAG;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
23640;KINE;120;848;CS;1;SCI BASIC HLTH&FIT SWIM (Syllabus);M;12:40 pm-01:30 pm;30;11;19;Laura G. Tyson;01/17-05/08;TBA;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Laura G. Tyson (P);01/17-05/08;TBA;
23644;KINE;120;849;CS;1;SCI BASIC HLTH&FIT SWIM (Syllabus);W;12:40 pm-01:30 pm;30;14;16;Laura G. Tyson;01/17-05/08;TBA;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Laura G. Tyson (P);01/17-05/08;TBA;
23645;KINE;120;850;CS;1;SCI BASIC HLTH&FIT SWIM (Syllabus);M;11:30 am-12:20 pm;32;22;10;Matthew S. Wright;01/17-05/08;SREC 182;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Matthew S. Wright (P);01/17-05/08;TBA;
31904;KINE;120;859;CS;1;SCI BASIC HLTH&FIT TOUCH RUGBY (Syllabus);R;09:35 am-10:50 am;32;31;1;Nasnoor Bin Mohd Nasiruddin (P);01/17-05/08;TBA;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
26478;KINE;120;862;CS;1;SCI BASIC HLTH&FIT YOGA (Syllabus);M;01:50 pm-02:40 pm;30;30;0;Alyssa D. Locklear;01/17-05/08;PEAP 205;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Alyssa D. Locklear (P);01/17-05/08;TBA;
31893;KINE;120;863;CS;1;SCI BASIC HLTH & FITNESS-YOGA (Syllabus);M;03:00 pm-03:50 pm;30;30;0;Alyssa D. Locklear (P);01/17-05/08;PEAP 205;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
26481;KINE;120;869;CS;1;SCI BASIC HLTH & FIT ZUMBA (Syllabus);M;09:10 am-10:00 am;30;29;1;Alexandria Pooley-Detwiler;01/17-05/08;PEAP 115;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Alexandria Pooley-Detwiler (P);01/17-05/08;TBA;
26482;KINE;120;870;CS;1;SCI BASIC HLTH & FIT ZUMBA (Syllabus);W;09:10 am-10:00 am;30;30;0;Sara Safdari;01/17-05/08;PEAP 115;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Sara Safdari (P);01/17-05/08;TBA;
27304;KINE;120;871;CS;1;SCI BASIC HLTH & FIT ZUMBA (Syllabus);M;03:00 pm-03:50 pm;30;26;4;Sara Safdari;01/17-05/08;PEAP 115;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Sara Safdari (P);01/17-05/08;TBA;
27305;KINE;120;872;CS;1;SCI BASIC HLTH & FIT ZUMBA (Syllabus);W;03:00 pm-03:50 pm;30;28;2;Sara Safdari;01/17-05/08;PEAP 115;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Sara Safdari (P);01/17-05/08;TBA;
29426;KINE;120;873;CS;1;SCI BASIC HLTH & FIT ZUMBA (Syllabus);M;01:50 pm-02:40 pm;30;30;0;Sara Safdari (P);01/17-05/08;PEAP 115;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Sara Safdari;01/17-05/08;TBA;
29427;KINE;120;874;CS;1;SCI BASIC HLTH & FIT ZUMBA (Syllabus);W;01:50 pm-02:40 pm;30;30;0;Sara Safdari (P);01/17-05/08;PEAP 115;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Sara Safdari;01/17-05/08;TBA;
32442;KINE;120;875;CS;1;SCI BAS HLTH&FIT SELF DEFENSE (Syllabus);M;09:10 am-10:00 am;32;32;0;Daniel Gomez (P);01/17-05/08;PEAP 215;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
32439;KINE;120;876;CS;1;SCI BASIC HLTH & FIT STR TRAIN (Syllabus);M;01:50 pm-02:40 pm;30;30;0;Chad E. Nelson (P);01/17-05/08;PEAP 120;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
32441;KINE;120;877;CS;1;SCI BASIC HLTH & FIT STR TRAIN (Syllabus);W;01:50 pm-02:40 pm;30;30;0;Chad E. Nelson (P);01/17-05/08;PEAP 120;Core Life/Physical Sci (KLPS) and NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
14293;KINE;121;501;CS;2;PHYS & MOTOR FITNESS (Syllabus);M;08:00 am-08:50 am;40;36;4;Lorinda B. Cohen (P);01/17-05/08;WCTC 101;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;WF;08:00 am-08:50 am;;;;Lorinda B. Cohen;01/17-05/08;WCTC 101;
14294;KINE;121;502;CS;2;PHYS & MOTOR FITNESS (Syllabus);M;09:10 am-10:00 am;40;39;1;Lorinda B. Cohen (P);01/17-05/08;WCTC 101;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;WF;09:10 am-10:00 am;;;;Lorinda B. Cohen;01/17-05/08;WCTC 101;
14295;KINE;121;503;CS;2;PHYS & MOTOR FITNESS (Syllabus);M;10:20 am-11:10 am;40;37;3;Laura G. Tyson (P);01/17-05/08;WCTC 101;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
